num_samples,auc
10.0,0.8709738430583501
30.0,0.8709738430583501
50.0,0.8709738430583501
70.0,0.8709738430583501
90.0,0.8709738430583501
110.0,0.8709738430583501
130.0,0.8709738430583501
150.0,0.8709738430583501
170.0,0.8709738430583501
190.0,0.8709738430583501
210.0,0.8709738430583501
230.0,0.8709738430583501
250.0,0.8709738430583501
270.0,0.8709738430583501
290.0,0.8709738430583501
310.0,0.8709738430583501
330.0,0.8709738430583501
350.0,0.8709738430583501
370.0,0.8709738430583501
390.0,0.8709738430583501
410.0,0.8709738430583501
