num_samples,auc,std
10.0,0.8402663398787794,0.041111592203788835
30.0,0.8402663398787794,0.041111592203788835
50.0,0.8402663398787794,0.041111592203788835
70.0,0.8402663398787794,0.041111592203788835
90.0,0.8402663398787794,0.041111592203788835
110.0,0.8337962633403414,0.0369636791546775
130.0,0.8381621032999678,0.036368550837353096
150.0,0.8381621032999678,0.036368550837353096
170.0,0.8381621032999678,0.036368550837353096
190.0,0.8407714687765663,0.03796829348352888
210.0,0.8407714687765663,0.03796829348352888
230.0,0.8434956949278948,0.031039748351415725
250.0,0.8521001960043743,0.03140169743594012
270.0,0.8521001960043743,0.03140169743594012
290.0,0.8521001960043743,0.03140169743594012
310.0,0.8521001960043743,0.03140169743594012
330.0,0.8521001960043743,0.03140169743594012
350.0,0.8521001960043743,0.03140169743594012
370.0,0.8521001960043743,0.03140169743594012
390.0,0.8521001960043743,0.03140169743594012
410.0,0.8521001960043743,0.03140169743594012
430.0,0.8458089803197156,0.03523667881685399
450.0,0.8458089803197156,0.03523667881685399
470.0,0.8458089803197156,0.03523667881685399
490.0,0.8458089803197156,0.03523667881685399
510.0,0.8458089803197156,0.03523667881685399
530.0,0.8458089803197156,0.03523667881685399
550.0,0.8458089803197156,0.03523667881685399
570.0,0.8458089803197156,0.03523667881685399
590.0,0.8458089803197156,0.03523667881685399
610.0,0.8458089803197156,0.03523667881685399
630.0,0.8485417438852723,0.049380553741861295
650.0,0.8485417438852723,0.049380553741861295
670.0,0.8485417438852723,0.049380553741861295
690.0,0.8485417438852723,0.049380553741861295
710.0,0.8485417438852723,0.049380553741861295
730.0,0.8485417438852723,0.049380553741861295
750.0,0.8485417438852723,0.049380553741861295
770.0,0.8485417438852723,0.049380553741861295
790.0,0.8485417438852723,0.049380553741861295
810.0,0.8136244194756554,
830.0,0.8136244194756554,
850.0,0.8136244194756554,
870.0,0.8136244194756554,
890.0,0.8136244194756554,
910.0,0.8136244194756554,
930.0,0.8136244194756554,
950.0,0.8136244194756554,
970.0,0.8136244194756554,
990.0,0.8136244194756554,
1010.0,0.8136244194756554,
1030.0,0.8136244194756554,
1050.0,0.8136244194756554,
1070.0,0.8136244194756554,
1090.0,0.8136244194756554,
1110.0,0.8136244194756554,
1130.0,0.8136244194756554,
1150.0,0.8136244194756554,
1170.0,0.8136244194756554,
1190.0,0.8136244194756554,
1210.0,0.8136244194756554,
1230.0,0.8136244194756554,
1250.0,0.8136244194756554,
1270.0,0.8136244194756554,
1290.0,0.8136244194756554,
1310.0,0.8136244194756554,
