num_samples,auc
10.0,0.8403434531886026
30.0,0.8403434531886026
50.0,0.8403434531886026
70.0,0.8403434531886026
90.0,0.8403434531886026
110.0,0.8403434531886026
130.0,0.8403434531886026
150.0,0.8403434531886026
170.0,0.8403434531886026
190.0,0.8403434531886026
210.0,0.8403434531886026
230.0,0.8403434531886026
250.0,0.8403434531886026
270.0,0.8403434531886026
290.0,0.8403434531886026
310.0,0.8403434531886026
330.0,0.8403434531886026
350.0,0.8403434531886026
370.0,0.8403434531886026
390.0,0.8403434531886026
410.0,0.8403434531886026
430.0,0.8403434531886026
450.0,0.8403434531886026
470.0,0.8403434531886026
490.0,0.8403434531886026
510.0,0.8403434531886026
530.0,0.8403434531886026
550.0,0.8403434531886026
570.0,0.8403434531886026
590.0,0.8403434531886026
610.0,0.8403434531886026
