num_samples,auc
10.0,0.80425625
30.0,0.80425625
50.0,0.80425625
70.0,0.80425625
90.0,0.80425625
110.0,0.80425625
130.0,0.80425625
150.0,0.80425625
170.0,0.80425625
190.0,0.80425625
210.0,0.80425625
230.0,0.80425625
