num_samples,auc
10.0,0.8834590682948892
30.0,0.8834590682948892
50.0,0.8834590682948892
70.0,0.8834590682948892
90.0,0.8834590682948892
110.0,0.8834590682948892
130.0,0.8834590682948892
150.0,0.8834590682948892
170.0,0.8834590682948892
190.0,0.8834590682948892
210.0,0.8834590682948892
230.0,0.8834590682948892
250.0,0.8834590682948892
270.0,0.8834590682948892
290.0,0.8834590682948892
310.0,0.8834590682948892
330.0,0.8834590682948892
350.0,0.8834590682948892
370.0,0.8834590682948892
390.0,0.8834590682948892
410.0,0.8834590682948892
430.0,0.8834590682948892
450.0,0.8834590682948892
470.0,0.8834590682948892
490.0,0.8834590682948892
510.0,0.8834590682948892
530.0,0.8834590682948892
550.0,0.8834590682948892
570.0,0.8834590682948892
590.0,0.8834590682948892
610.0,0.8834590682948892
630.0,0.8834590682948892
650.0,0.8834590682948892
670.0,0.8834590682948892
690.0,0.8834590682948892
710.0,0.8834590682948892
730.0,0.8834590682948892
750.0,0.8834590682948892
770.0,0.8834590682948892
790.0,0.8834590682948892
