,tSNE1,tSNE2,dataset
2589,-6.678955,1.985757,Italy
2590,-17.038584,-67.51708,Italy
2591,-39.561913,4.8427067,Italy
2592,17.784128,-64.79257,Italy
2593,3.54253,3.3581264,Italy
2594,-21.580814,11.235442,Italy
2595,34.710487,-41.47621,Italy
2596,-26.023724,49.34732,Italy
2597,-52.678234,5.5699844,Italy
2598,-29.043463,44.531918,Italy
2599,-19.952745,2.421591,Italy
2600,24.173527,-35.98085,Italy
2601,45.745697,59.95004,Italy
2602,-57.37004,7.8560457,Italy
2603,15.833932,57.580574,Italy
2604,60.17733,44.626324,Italy
2605,41.065277,61.153553,Italy
2606,39.87748,61.90708,Italy
2607,-39.31787,12.930704,Italy
2608,-28.06447,25.44631,Italy
2609,-30.06572,-8.330076,Italy
2610,-26.44017,39.452427,Italy
2611,-31.860405,49.97937,Italy
2612,21.186836,81.45553,Italy
2613,18.253387,-58.315323,Italy
2614,2.254974,-65.576706,Italy
2615,-4.1482043,-35.67193,Italy
2616,44.942505,61.126198,Italy
2617,-4.501731,-46.07584,Italy
2618,6.3594165,-62.948837,Italy
2619,51.66709,19.247938,Italy
2620,-25.676374,40.20758,Italy
2621,23.610931,-28.015783,Italy
2622,-26.594751,-1.6705115,Italy
2623,29.970531,-15.593164,Italy
2624,-14.094369,-2.032354,Italy
2625,55.955128,14.196021,Italy
2626,47.285564,8.7758255,Italy
2627,-37.64348,49.37883,Italy
2628,-29.567167,14.885081,Italy
2629,-18.45431,14.45531,Italy
2630,-41.154186,49.149174,Italy
2631,8.012854,2.7156913,Italy
