num_samples,auc
10,0.6236937500000002
30,0.7629839285714286
50,0.8263303571428571
70,0.8585571428571429
90,0.8767964285714286
110,0.8903321428571428
130,0.8981071428571429
150,0.9025946428571429
170,0.9063964285714284
190,0.9091732142857143
210,0.9114500000000001
