num_samples,auc
10,0.8679400402414488
30,0.8715967806841046
50,0.8717883299798793
70,0.8720313883299798
90,0.8723670020120725
110,0.8726273641851106
130,0.872948893360161
150,0.8732700201207243
170,0.8735867203219316
190,0.8738901408450704
210,0.8742346076458752
230,0.8745710261569416
250,0.8748498993963782
270,0.8752032193158955
290,0.8755348088531186
310,0.8758889336016097
330,0.8762567404426559
350,0.8766152917505029
370,0.8769710261569417
390,0.8772957746478873
410,0.8776068410462776
