num_samples,auc
10,0.782221935483871
30,0.7823122580645161
50,0.7824438709677419
70,0.7826812903225807
90,0.7828606451612902
110,0.7829870967741935
130,0.7831483870967741
150,0.7831883870967742
170,0.7832929032258064
190,0.7834412903225807
210,0.7835819354838709
