bin_index,bin_value
9.5,0.0
10.0,0.04135389085854365
11.0,0.0858888502446676
12.0,0.03499175380338309
13.0,0.017495876901691538
14.0,0.00477160279137042
15.0,0.006362137055160565
16.0,5.2479159358786526e-05
