bin_index,bin_value
9.5,0.0
10.0,0.05353816876819528
11.0,0.09140662960423585
12.0,0.03786846083604057
13.0,0.010446471954769807
14.0,0.006529044971731129
15.0,0.005223235977384908
16.0,1.657105459334902e-05
