bin_index,bin_value
9.5,0.0
10.0,0.02508659971830539
11.0,0.08000591261513611
12.0,0.04271502114197945
13.0,0.031866761804333864
14.0,0.010170243129042722
15.0,0.008136194503234183
16.0,3.441680569387873e-05
