bin_index,bin_value
9.5,0.0
10.0,0.030699250967081163
11.0,0.10370671335098006
12.0,0.03650373119194945
13.0,0.014059740989125403
14.0,0.006191445573192838
15.0,0.002579768988830351
16.0,4.517835323035496e-05
