bin_index,bin_value
9.5,0.0
10.0,0.03461580934103269
11.0,0.1076936290609906
12.0,0.03461580934103269
13.0,0.0192310051894626
14.0,0.0
15.0,0.007692402075785046
16.0,1.9523715229982115e-05
