bin_index,bin_value
9.5,0.0
10.0,0.03105189828757265
11.0,0.11353350311393749
12.0,0.04172598832392575
13.0,0.012614833679326386
14.0,0.00582223092891987
15.0,0.0019407436429732913
16.0,1.231426992716762e-05
