bin_index,bin_value
9.5,0.0
10.0,0.0512441799943438
11.0,0.0963475285017621
12.0,0.03006889900494554
13.0,0.012069910163957007
14.0,0.00571732586713753
15.0,0.003176292148409741
16.0,3.278381611440942e-05
