num_samples,auc
10.0,0.8849207243460765
30.0,0.8849207243460765
50.0,0.8849207243460765
70.0,0.8849207243460765
90.0,0.8849207243460765
110.0,0.8849207243460765
130.0,0.8849207243460765
150.0,0.8849207243460765
170.0,0.8849207243460765
190.0,0.8849207243460765
210.0,0.8849207243460765
230.0,0.8849207243460765
250.0,0.8849207243460765
270.0,0.8849207243460765
290.0,0.8849207243460765
310.0,0.8849207243460765
330.0,0.8849207243460765
350.0,0.8849207243460765
370.0,0.8849207243460765
390.0,0.8849207243460765
410.0,0.8849207243460765
