num_samples,auc
10.0,0.8476710764360018
30.0,0.8476710764360018
50.0,0.8476710764360018
70.0,0.8476710764360018
90.0,0.8476710764360018
110.0,0.8476710764360018
130.0,0.8476710764360018
150.0,0.8476710764360018
170.0,0.8476710764360018
190.0,0.8476710764360018
210.0,0.8476710764360018
230.0,0.8476710764360018
250.0,0.8476710764360018
270.0,0.8476710764360018
290.0,0.8476710764360018
310.0,0.8476710764360018
330.0,0.8476710764360018
350.0,0.8476710764360018
370.0,0.8476710764360018
390.0,0.8476710764360018
410.0,0.8476710764360018
430.0,0.8476710764360018
450.0,0.8476710764360018
470.0,0.8476710764360018
490.0,0.8476710764360018
510.0,0.8476710764360018
530.0,0.8476710764360018
550.0,0.8476710764360018
570.0,0.8476710764360018
590.0,0.8476710764360018
610.0,0.8476710764360018
630.0,0.8476710764360018
650.0,0.8476710764360018
670.0,0.8476710764360018
690.0,0.8476710764360018
710.0,0.8476710764360018
730.0,0.8476710764360018
750.0,0.8476710764360018
770.0,0.8476710764360018
790.0,0.8476710764360018
