num_samples,auc
10.0,0.7958741573033707
30.0,0.7958741573033707
50.0,0.7958741573033707
70.0,0.7958741573033707
90.0,0.7958741573033707
110.0,0.7958741573033707
130.0,0.7958741573033707
150.0,0.7958741573033707
170.0,0.7958741573033707
190.0,0.7958741573033707
210.0,0.7958741573033707
230.0,0.7958741573033707
250.0,0.7958741573033707
270.0,0.7958741573033707
290.0,0.7958741573033707
310.0,0.7958741573033707
330.0,0.7958741573033707
350.0,0.7958741573033707
370.0,0.7958741573033707
390.0,0.7958741573033707
410.0,0.7958741573033707
430.0,0.7958741573033707
450.0,0.7958741573033707
470.0,0.7958741573033707
490.0,0.7958741573033707
510.0,0.7958741573033707
530.0,0.7958741573033707
550.0,0.7958741573033707
570.0,0.7958741573033707
590.0,0.7958741573033707
610.0,0.7958741573033707
630.0,0.7958741573033707
650.0,0.7958741573033707
670.0,0.7958741573033707
690.0,0.7958741573033707
710.0,0.7958741573033707
730.0,0.7958741573033707
750.0,0.7958741573033707
770.0,0.7958741573033707
790.0,0.7958741573033707
810.0,0.7958741573033707
830.0,0.7958741573033707
850.0,0.7958741573033707
870.0,0.7958741573033707
890.0,0.7958741573033707
910.0,0.7958741573033707
930.0,0.7958741573033707
950.0,0.7958741573033707
970.0,0.7958741573033707
990.0,0.7958741573033707
1010.0,0.7958741573033707
1030.0,0.7958741573033707
1050.0,0.7958741573033707
1070.0,0.7958741573033707
1090.0,0.7958741573033707
1110.0,0.7958741573033707
1130.0,0.7958741573033707
1150.0,0.7958741573033707
1170.0,0.7958741573033707
1190.0,0.7958741573033707
1210.0,0.7958741573033707
1230.0,0.7958741573033707
1250.0,0.7958741573033707
1270.0,0.7958741573033707
1290.0,0.7958741573033707
1310.0,0.7958741573033707
